i,dtime,fuellevel,ingection,speed,height,tachometer
59938,2020-02-26 11:03:17,,1,40,3.1,2368
59939,2020-02-26 11:03:21,,1,41,1.1,2272
59940,2020-02-26 11:03:22,,1,39,1.4,2240
59941,2020-02-26 11:03:24,,1,38,1.5,2176
59942,2020-02-26 11:03:27,,1,42,0.9,2464
59943,2020-02-26 11:03:31,,1,52,-0.6,2272
59944,2020-02-26 11:03:39,,1,60,-0.1,2560
59945,2020-02-26 11:03:51,,1,55,8.9,2368
59946,2020-02-26 11:03:59,,1,54,11.6,2304
59947,2020-02-26 11:04:42,,1,39,14.3,2560
59948,2020-02-26 11:04:50,,1,66,11.8,2816
59949,2020-02-26 11:04:55,,1,68,7.9,2848
59950,2020-02-26 11:04:59,,1,71,4.6,3040
59951,2020-02-26 11:05:05,,1,74,2.5,3136
59952,2020-02-26 11:05:13,,1,73,3.7,3104
59953,2020-02-26 11:05:33,,1,40,1.3,1664
59954,2020-02-26 11:05:44,,1,18,0.1,2336
59955,2020-02-26 11:05:52,,1,41,0.8,2432
59956,2020-02-26 11:06:05,,1,3,-1.2,832
59957,2020-02-26 11:06:18,,1,19,-2.3,2560
59958,2020-02-26 11:06:22,,1,39,-3.1,2496
59959,2020-02-26 11:06:26,,1,57,-3.5,2752
59960,2020-02-26 11:06:32,,1,66,-2.4,2848
59961,2020-02-26 11:06:37,,1,70,1.1,3040
59962,2020-02-26 11:06:41,,1,75,4.8,3200
59963,2020-02-26 11:06:44,,1,76,5.8,3200
59964,2020-02-26 11:06:47,,1,74,6.6,3104
59965,2020-02-26 11:06:50,,1,70,6.6,3008
59966,2020-02-26 11:06:55,,1,70,2.2,2944
59967,2020-02-26 11:06:59,,1,67,-2.2,2880
59968,2020-02-26 11:08:42,,1,14,-5.3,2656
59969,2020-02-26 11:09:06,,1,18,-5.6,1824
59970,2020-02-26 11:09:09,,1,24,-5.0,2336
59971,2020-02-26 11:09:12,,1,23,-4.5,2368
59972,2020-02-26 11:09:19,,1,40,-3.3,2304
59973,2020-02-26 11:09:34,,1,20,-0.9,2144
59974,2020-02-26 11:09:36,,1,26,-1.3,3200
59975,2020-02-26 11:09:39,,1,38,-1.3,2272
59976,2020-02-26 11:09:53,,1,12,-2.3,736
59977,2020-02-26 11:09:56,,1,5,-2.2,1280
59978,2020-02-26 11:10:01,,1,26,-1.6,2528
59979,2020-02-26 11:10:07,,1,20,-0.6,1216
59980,2020-02-26 11:10:13,,1,8,0.1,1632
59981,2020-02-26 11:25:11,,1,0,-1.4,0
59982,2020-02-26 11:26:10,,1,14,-0.3,1408
59983,2020-02-26 11:26:18,,1,22,1.0,2272
59984,2020-02-26 11:26:36,,1,10,5.5,2848
59985,2020-02-26 11:26:39,,1,21,4.7,2720
59986,2020-02-26 11:26:46,,1,47,3.9,2848
59987,2020-02-26 11:26:51,,1,44,4.1,832
59988,2020-02-26 11:26:57,,1,21,3.9,1472
59989,2020-02-26 11:27:00,,1,29,3.6,1760
59990,2020-02-26 11:27:16,,1,26,2.2,2496
59991,2020-02-26 11:27:19,,1,37,-0.1,2208
59992,2020-02-26 11:27:20,,1,38,-0.3,2336
59993,2020-02-26 11:27:22,,1,40,-1.2,2208
59994,2020-02-26 11:27:26,,1,24,-2.6,1472
59995,2020-02-26 11:27:28,,1,29,-2.8,1760
59996,2020-02-26 11:27:33,,1,46,-4.5,2880
59997,2020-02-26 11:28:36,,1,31,-2.4,2880
59998,2020-02-26 11:29:28,,1,69,0.7,2912
59999,2020-02-26 11:29:30,,1,68,2.1,2944
60000,2020-02-26 11:29:33,,1,70,3.2,3008
60001,2020-02-26 11:29:36,,1,72,3.5,3008
60002,2020-02-26 11:29:40,,1,69,3.4,2912
60003,2020-02-26 11:29:42,,1,67,3.5,2816
60004,2020-02-26 11:29:47,,1,51,2.5,2048
60005,2020-02-26 11:29:55,,1,20,-0.6,864
60006,2020-02-26 11:29:57,,1,20,-1.2,1984
60007,2020-02-26 11:29:59,,1,23,-1.6,2272
60008,2020-02-26 11:30:01,,1,29,-2.5,2816
60009,2020-02-26 11:30:04,,1,36,-2.9,2176
60010,2020-02-26 11:30:10,,1,46,-1.6,2624
60011,2020-02-26 11:30:18,,1,16,-0.3,1696
60012,2020-02-26 11:30:21,,1,31,0.1,2528
60013,2020-02-26 11:30:23,,1,32,0.4,2048
60014,2020-02-26 11:30:30,,1,57,1.2,3456
60015,2020-02-26 11:30:33,,1,58,2.0,2464
60016,2020-02-26 11:30:35,,1,59,2.3,2528
60017,2020-02-26 11:30:38,,1,59,2.4,2496
60018,2020-02-26 11:30:39,,1,59,2.7,2496
60019,2020-02-26 11:30:41,,1,62,2.9,2624
60020,2020-02-26 11:30:44,,1,62,3.9,2560
60021,2020-02-26 11:30:51,,1,45,4.8,1888
60022,2020-02-26 11:31:04,,1,17,3.5,1696
60023,2020-02-26 11:31:08,,1,21,2.6,2080
60024,2020-02-26 11:31:09,,1,25,2.3,2592
60025,2020-02-26 11:31:21,,1,60,3.4,2592
60026,2020-02-26 11:31:51,,1,57,1.2,2400
60027,2020-02-26 11:31:59,,1,44,2.4,1952
60028,2020-02-26 11:32:03,,1,44,2.6,1824
60029,2020-02-26 11:32:13,,1,40,3.2,1536
60030,2020-02-26 11:32:33,,1,4,6.2,1024
60031,2020-02-26 11:32:40,,1,15,8.4,1504
60032,2020-02-26 11:32:48,,1,33,11.0,2272
60033,2020-02-26 11:32:52,,1,48,12.0,2304
60034,2020-02-26 11:32:55,,1,52,14.2,2240
60035,2020-02-26 11:33:12,,1,69,17.9,2944
60036,2020-02-26 11:33:18,,1,66,15.7,2816
60037,2020-02-26 11:33:36,,1,31,2.1,1888
60038,2020-02-26 11:33:39,,1,32,2.8,1888
60039,2020-02-26 11:33:42,,1,31,3.5,2080
60040,2020-02-26 11:33:43,,1,38,3.8,2240
60041,2020-02-26 11:33:45,,1,43,4.3,2624
60042,2020-02-26 11:33:54,,1,60,8.3,2624
60043,2020-02-26 11:34:07,,1,76,12.9,2784
60044,2020-02-26 11:34:13,,1,83,13.2,3040
60045,2020-02-26 11:34:20,,1,86,13.5,3168
60046,2020-02-26 11:34:27,,1,88,14.4,3200
60047,2020-02-26 11:34:36,,1,81,14.9,2944
60048,2020-02-26 11:34:50,,1,86,16.3,3168
60049,2020-02-26 11:34:56,,1,86,16.9,3136
60050,2020-02-26 11:35:02,,1,86,17.5,3136
60051,2020-02-26 11:35:08,,1,88,17.8,3168
60052,2020-02-26 11:35:35,,1,39,17.0,2112
60053,2020-02-26 11:35:39,,1,47,18.0,2080
60054,2020-02-26 11:35:44,,1,58,17.4,2464
60055,2020-02-26 11:35:47,,1,59,17.2,2496
60056,2020-02-26 11:35:49,,1,57,16.7,2336
60057,2020-02-26 11:35:53,,1,49,15.9,1984
60058,2020-02-26 11:35:54,,1,46,15.5,1888
60059,2020-02-26 11:35:56,,1,45,14.8,1856
60060,2020-02-26 11:35:59,,1,41,13.5,1728
60061,2020-02-26 11:36:00,,1,42,13.0,1056
60062,2020-02-26 11:36:02,,1,42,12.1,2464
60063,2020-02-26 11:36:05,,1,46,11.0,2624
60064,2020-02-26 11:36:06,,1,46,10.2,2624
60065,2020-02-26 11:36:08,,1,48,9.7,2848
60066,2020-02-26 11:36:10,,1,52,9.5,3104
60067,2020-02-26 11:36:17,,1,63,8.8,2720
60068,2020-02-26 11:36:21,,1,72,9.9,3104
60069,2020-02-26 11:36:25,,1,74,10.6,2688
60070,2020-02-26 11:36:29,,1,79,10.7,2912
60071,2020-02-26 11:36:32,,1,83,10.8,3008
60072,2020-02-26 11:36:35,,1,86,10.6,3104
60073,2020-02-26 11:36:39,,1,87,9.2,3200
60074,2020-02-26 11:36:43,,1,91,8.3,3264
60075,2020-02-26 11:36:48,,1,90,7.1,3264
60076,2020-02-26 11:36:56,,1,85,5.4,3072
60077,2020-02-26 11:37:03,,1,84,4.2,3072
60078,2020-02-26 11:37:09,,1,86,5.2,3104
60079,2020-02-26 11:37:19,,1,87,6.0,3232
60080,2020-02-26 11:37:29,,1,91,7.7,3328
60081,2020-02-26 11:38:11,,1,83,5.0,2912
60082,2020-02-26 11:38:32,,1,77,4.4,2784
60083,2020-02-26 11:38:36,,1,76,5.6,2784
60084,2020-02-26 11:38:37,,1,77,6.6,2816
60085,2020-02-26 11:38:40,,1,77,8.6,2816
60086,2020-02-26 11:38:46,,1,71,13.5,2560
60087,2020-02-26 11:38:47,,1,70,13.8,2560
60088,2020-02-26 11:38:49,,1,69,14.8,2496
60089,2020-02-26 11:38:54,,1,70,13.5,2560
60090,2020-02-26 11:39:03,,1,68,9.2,2432
60091,2020-02-26 11:39:05,,1,68,7.5,2400
60092,2020-02-26 11:39:06,,1,68,6.8,2432
60093,2020-02-26 11:39:08,,1,70,4.6,2528
60094,2020-02-26 11:39:13,,1,75,5.6,2656
60095,2020-02-26 11:39:24,,1,67,7.2,2400
60096,2020-02-26 11:39:31,,1,43,8.8,1312
60097,2020-02-26 11:39:36,,1,8,9.5,832
60098,2020-02-26 11:39:45,,1,19,10.6,2144
60099,2020-02-26 11:39:52,,1,48,12.0,2976
60100,2020-02-26 11:40:01,,1,56,13.4,2432
60101,2020-02-26 11:40:04,,1,58,13.4,2560
60102,2020-02-26 11:40:07,,1,60,13.7,2592
60103,2020-02-26 11:40:25,,1,57,14.7,2272
60104,2020-02-26 11:40:31,,1,31,17.0,1024
60105,2020-02-26 11:41:11,,1,16,13.7,1504
60106,2020-02-26 11:41:13,,1,15,13.8,1504
60107,2020-02-26 11:41:29,,1,23,16.1,1888
60108,2020-02-26 11:41:30,,1,19,16.2,1824
60109,2020-02-26 11:41:33,,1,21,15.4,2144
60110,2020-02-26 11:41:39,,1,11,13.5,1184
60111,2020-02-26 11:41:42,,1,15,12.7,1888
60112,2020-02-26 11:42:02,,1,6,10.8,2368
60113,2020-02-26 11:44:55,,0,0,11.9,0
60114,2020-02-26 12:02:22,,1,0,147.5,928
60115,2020-02-26 12:02:50,,1,9,126.3,2304
60116,2020-02-26 12:03:00,,1,28,124.7,2496
60117,2020-02-26 12:03:23,,1,15,86.6,1504
60118,2020-02-26 12:03:29,,1,5,59.3,896
60119,2020-02-26 12:03:35,,1,18,46.3,2432
60120,2020-02-26 12:03:40,,1,19,43.4,1440
60121,2020-02-26 12:03:44,,1,12,41.4,1824
60122,2020-02-26 12:03:46,,1,21,40.6,2784
60123,2020-02-26 12:03:51,,1,38,40.6,2432
60124,2020-02-26 12:04:10,,1,59,37.5,2400
60125,2020-02-26 12:04:16,,1,51,33.2,2272
60126,2020-02-26 12:04:19,,1,56,33.2,2400
60127,2020-02-26 12:04:34,,1,20,29.7,1216
60128,2020-02-26 12:04:36,,1,20,28.8,1408
60129,2020-02-26 12:04:38,,1,26,28.3,1824
60130,2020-02-26 12:04:42,,1,39,27.6,2688
60131,2020-02-26 12:04:50,,1,57,26.5,2496
60132,2020-02-26 12:05:00,,1,70,25.3,3008
60133,2020-02-26 12:05:07,,1,70,22.7,2560
60134,2020-02-26 12:05:35,,1,14,18.3,864
60135,2020-02-26 12:05:37,,1,10,17.8,1088
60136,2020-02-26 12:05:39,,1,13,17.6,1248
60137,2020-02-26 12:05:42,,1,19,17.3,2464
60138,2020-02-26 12:05:50,,1,51,17.4,2400
60139,2020-02-26 12:06:47,,1,71,12.7,3008
60140,2020-02-26 12:07:44,,1,63,12.9,2592
60141,2020-02-26 12:09:04,,1,54,15.4,2432
60142,2020-02-26 12:09:47,,1,70,12.8,2976
60143,2020-02-26 12:11:13,,1,42,8.6,2144
60144,2020-02-26 12:11:15,,1,37,8.5,2432
60145,2020-02-26 12:11:17,,1,43,8.8,2784
60146,2020-02-26 12:11:20,,1,52,8.9,3264
60147,2020-02-26 12:11:23,,1,56,8.9,2432
60148,2020-02-26 12:11:26,,1,54,8.3,2048
60149,2020-02-26 12:11:31,,1,32,7.2,1312
60150,2020-02-26 12:11:32,,1,31,7.0,1248
60151,2020-02-26 12:11:34,,1,29,7.4,928
60152,2020-02-26 12:11:38,,1,15,8.0,832
60153,2020-02-26 12:11:41,,1,9,8.2,1696
60154,2020-02-26 12:11:45,,1,21,9.4,1792
60155,2020-02-26 12:11:49,,1,16,11.1,1536
60156,2020-02-26 12:12:31,,1,12,19.4,1312
60157,2020-02-26 12:12:34,,1,10,18.9,864
60158,2020-02-26 12:12:50,,1,3,16.1,1056
60159,2020-02-26 12:12:56,,1,12,15.4,1536
60160,2020-02-26 12:14:40,,1,6,3.7,1568
60161,2020-02-26 12:15:08,,1,18,9.7,1920
60162,2020-02-26 12:15:36,,1,9,7.0,2912
60163,2020-02-26 12:15:39,,1,21,7.7,2848
60164,2020-02-26 12:15:42,,1,33,8.7,2208
60165,2020-02-26 12:15:45,,1,45,9.9,2880
60166,2020-02-26 12:15:59,,1,40,12.0,896
60167,2020-02-26 12:16:54,,1,14,10.6,1600
60168,2020-02-26 12:16:56,,1,20,9.3,2656
60169,2020-02-26 12:16:59,,1,32,8.2,2112
60170,2020-02-26 12:17:04,,1,51,7.1,2560
60171,2020-02-26 12:17:39,,1,55,5.6,2336
60172,2020-02-26 12:17:42,,1,55,6.9,2368
60173,2020-02-26 12:18:34,,1,60,14.5,2624
60174,2020-02-26 12:18:46,,1,64,12.3,2784
60175,2020-02-26 12:19:33,,1,35,12.7,2016
60176,2020-02-26 12:19:35,,1,33,12.7,1664
60177,2020-02-26 12:19:57,,1,28,14.3,2496
60178,2020-02-26 12:20:05,,1,44,13.8,2528
60179,2020-02-26 12:20:07,,1,41,12.8,2336
60180,2020-02-26 12:20:09,,1,40,12.1,2496
60181,2020-02-26 12:20:11,,1,44,11.6,2464
60182,2020-02-26 12:20:15,,1,12,11.5,832
60183,2020-02-26 12:20:30,,1,39,13.1,2464
60184,2020-02-26 12:20:35,,1,24,13.2,960
60185,2020-02-26 12:21:01,,1,18,13.5,2016
60186,2020-02-26 12:24:08,,1,69,13.7,2976
60187,2020-02-26 12:25:13,,1,62,10.7,2528
60188,2020-02-26 12:25:24,,1,26,10.8,928
60189,2020-02-26 12:25:37,,1,25,11.0,2400
60190,2020-02-26 12:25:59,,1,41,11.9,2432
60191,2020-02-26 12:26:30,,1,43,12.7,2432
60192,2020-02-26 12:28:56,,1,35,14.9,3264
60193,2020-02-26 12:29:03,,1,58,15.1,2496
60194,2020-02-26 12:30:13,,1,17,20.5,1824
60195,2020-02-26 12:31:05,,1,11,19.2,1952
60196,2020-02-26 12:31:13,,1,21,21.9,2368
60197,2020-02-26 12:31:15,,1,32,21.3,2784
60198,2020-02-26 12:31:24,,1,38,18.3,2176
60199,2020-02-26 12:31:29,,1,24,16.7,1216
60200,2020-02-26 12:31:57,,1,31,18.1,1792
60201,2020-02-26 12:32:01,,1,31,17.6,1856
60202,2020-02-26 12:33:32,,1,15,15.5,1536
60203,2020-02-26 12:33:36,,1,21,14.5,1952
60204,2020-02-26 12:33:38,,1,27,14.5,2688
60205,2020-02-26 12:33:40,,1,29,13.7,1952
60206,2020-02-26 12:33:58,,1,7,12.3,2016
60207,2020-02-26 12:34:03,,1,25,12.0,2208
60208,2020-02-26 12:34:08,,1,18,11.2,1568
60209,2020-02-26 12:34:32,,1,11,10.4,1472
60210,2020-02-26 12:36:44,,0,10,9.1,0
60211,2020-02-26 14:09:27,,1,0,10.6,0
60212,2020-02-26 14:16:09,,0,0,10.6,0
60213,2020-02-26 14:24:58,,1,46,11.9,2528
60214,2020-02-26 14:25:03,,1,39,16.4,2208
60215,2020-02-26 14:25:23,,1,44,14.5,2368
60216,2020-02-26 14:25:29,,1,30,11.6,1728
60217,2020-02-26 14:25:31,,1,34,10.5,1984
60218,2020-02-26 14:25:35,,1,31,11.4,1856
60219,2020-02-26 14:25:38,,1,25,11.8,1696
60220,2020-02-26 14:25:48,,1,26,14.9,928
60221,2020-02-26 14:26:30,,1,39,-7.7,2432
60222,2020-02-26 14:26:48,,1,37,-6.3,1568
60223,2020-02-26 14:27:26,,1,15,-4.8,2912
60224,2020-02-26 14:27:29,,1,20,-4.6,1952
60225,2020-02-26 14:27:31,,1,23,-3.9,2304
60226,2020-02-26 14:27:33,,1,26,-3.0,2848
60227,2020-02-26 14:27:40,,1,49,-0.9,2880
60228,2020-02-26 14:29:25,,1,16,10.4,1760
60229,2020-02-26 14:29:29,,1,32,10.4,1920
60230,2020-02-26 14:29:35,,1,46,10.2,2720
60231,2020-02-26 14:29:43,,1,43,8.8,2496
60232,2020-02-26 14:30:05,,1,11,6.8,1280
60233,2020-02-26 14:30:09,,1,30,5.4,1888
60234,2020-02-26 14:30:38,,1,4,6.9,864
60235,2020-02-26 14:30:54,,1,3,6.0,1056
60236,2020-02-26 14:31:00,,1,4,4.7,864
60237,2020-02-26 14:31:09,,1,5,2.7,1312
60238,2020-02-26 14:39:51,,1,4,2.3,928
60239,2020-02-26 14:40:06,,1,11,3.6,2016
60240,2020-02-26 14:40:08,,1,17,3.8,1568
60241,2020-02-26 14:40:25,,1,17,1.8,1920
60242,2020-02-26 14:40:42,,1,38,-0.1,2336
60243,2020-02-26 14:40:48,,1,49,0.2,2880
60244,2020-02-26 14:41:08,,1,29,1.2,1696
60245,2020-02-26 14:41:10,,1,28,1.5,1696
60246,2020-02-26 14:41:13,,1,37,2.2,2240
60247,2020-02-26 14:41:15,,1,41,2.1,2368
60248,2020-02-26 14:41:18,,1,42,1.6,2496
60249,2020-02-26 14:41:20,,1,40,2.0,2304
60250,2020-02-26 14:41:22,,1,39,2.7,2336
60251,2020-02-26 14:41:26,,1,36,2.5,2016
60252,2020-02-26 14:41:27,,1,33,2.1,1792
60253,2020-02-26 14:41:30,,1,22,2.2,896
60254,2020-02-26 14:41:41,,1,9,4.7,2272
60255,2020-02-26 14:41:44,,1,24,6.1,2336
60256,2020-02-26 14:41:51,,1,46,9.1,2624
60257,2020-02-26 14:42:37,,1,14,10.1,1568
60258,2020-02-26 14:42:43,,1,19,11.3,1888
60259,2020-02-26 14:42:45,,1,14,11.1,1376
60260,2020-02-26 14:42:48,,1,23,10.5,2496
60261,2020-02-26 14:42:58,,1,25,8.3,1504
60262,2020-02-26 14:43:18,,1,20,5.4,2496
60263,2020-02-26 14:43:20,,1,28,5.0,1920
60264,2020-02-26 14:43:25,,1,42,5.5,2624
60265,2020-02-26 14:43:40,,1,7,8.5,2496
60266,2020-02-26 14:43:45,,1,22,8.7,1728
60267,2020-02-26 14:43:50,,1,17,7.7,1568
60268,2020-02-26 14:43:56,,1,2,7.3,832
60269,2020-02-26 14:44:10,,1,7,7.3,1824
60270,2020-02-26 15:35:16,,1,0,7.3,864
60271,2020-02-26 15:38:05,,1,21,-22.6,1888
60272,2020-02-26 15:38:07,,1,17,-9.9,2432
60273,2020-02-26 15:38:18,,1,27,14.9,1568
60274,2020-02-26 15:38:19,,1,23,14.9,1632
60275,2020-02-26 15:38:22,,1,23,14.7,1024
60276,2020-02-26 15:38:29,,1,16,17.0,1760
60277,2020-02-26 15:38:34,,1,21,18.2,1792
60278,2020-02-26 15:38:42,,1,24,27.1,2816
60279,2020-02-26 15:38:46,,1,36,29.0,2240
60280,2020-02-26 15:39:04,,1,41,38.5,2496
60281,2020-02-26 15:39:45,,1,34,34.7,2176
60282,2020-02-26 15:40:16,,1,74,37.3,2720
60283,2020-02-26 15:40:20,,1,73,35.3,2656
60284,2020-02-26 15:40:22,,1,75,33.5,2720
60285,2020-02-26 15:40:26,,1,75,29.1,2688
60286,2020-02-26 15:40:29,,1,73,26.4,2592
60287,2020-02-26 15:40:33,,1,65,23.1,2208
60288,2020-02-26 15:40:37,,1,48,17.1,1728
60289,2020-02-26 15:40:45,,1,21,10.2,2144
60290,2020-02-26 15:40:47,,1,26,9.2,2368
60291,2020-02-26 15:40:49,,1,28,8.2,2656
60292,2020-02-26 15:40:51,,1,34,7.3,2464
60293,2020-02-26 15:40:57,,1,48,4.4,2784
60294,2020-02-26 15:41:02,,1,37,4.4,2080
60295,2020-02-26 15:41:06,,1,18,5.0,1728
60296,2020-02-26 15:41:08,,1,27,4.8,2624
60297,2020-02-26 15:41:11,,1,34,4.4,2080
60298,2020-02-26 15:41:16,,1,50,3.6,2752
60299,2020-02-26 15:41:21,,1,54,3.2,2304
60300,2020-02-26 15:41:23,,1,55,3.8,2336
60301,2020-02-26 15:41:25,,1,57,4.7,2400
60302,2020-02-26 15:41:27,,1,57,5.2,2432
60303,2020-02-26 15:41:29,,1,60,5.5,2528
60304,2020-02-26 15:41:31,,1,58,5.9,2432
60305,2020-02-26 15:41:36,,1,52,7.0,2176
60306,2020-02-26 15:42:10,,1,21,6.5,2016
60307,2020-02-26 15:42:13,,1,20,6.7,2016
60308,2020-02-26 15:42:15,,1,30,6.9,3040
60309,2020-02-26 15:42:26,,1,61,6.1,2624
60310,2020-02-26 15:43:00,,1,62,7.7,2656
60311,2020-02-26 15:43:04,,1,59,8.2,2528
60312,2020-02-26 15:43:09,,1,60,7.4,2560
60313,2020-02-26 15:43:13,,1,46,6.5,2048
60314,2020-02-26 15:43:21,,1,26,2.5,1696
60315,2020-02-26 15:43:25,,1,40,0.5,2656
60316,2020-02-26 15:43:29,,1,56,0.5,2368
60317,2020-02-26 15:43:46,,1,69,13.6,2912
60318,2020-02-26 15:43:49,,1,70,13.1,3008
60319,2020-02-26 15:43:54,,1,69,10.0,2944
60320,2020-02-26 15:44:09,,1,46,-0.4,1184
60321,2020-02-26 15:44:11,,1,41,-1.5,2368
60322,2020-02-26 15:44:13,,1,44,-2.3,2560
60323,2020-02-26 15:44:15,,1,50,-2.2,2912
60324,2020-02-26 15:44:45,,1,79,11.6,2880
60325,2020-02-26 15:44:53,,1,84,10.9,3040
60326,2020-02-26 15:45:01,,1,88,9.9,3232
60327,2020-02-26 15:45:06,,1,91,11.1,3328
60328,2020-02-26 15:45:11,,1,91,13.2,3328
60329,2020-02-26 15:45:17,,1,92,15.6,3328
60330,2020-02-26 15:45:24,,1,92,15.8,3360
60331,2020-02-26 15:45:31,,1,92,17.4,3360
60332,2020-02-26 15:45:36,,1,93,19.7,3392
60333,2020-02-26 15:46:00,,1,62,20.6,2272
60334,2020-02-26 15:46:03,,1,63,20.9,2304
60335,2020-02-26 15:46:06,,1,64,21.0,2336
60336,2020-02-26 15:46:09,,1,63,20.8,2272
60337,2020-02-26 15:46:12,,1,59,20.0,2144
60338,2020-02-26 15:46:15,,1,53,19.8,1888
60339,2020-02-26 15:46:17,,1,49,19.8,1760
60340,2020-02-26 15:46:19,,1,49,19.3,1728
60341,2020-02-26 15:46:21,,1,48,18.5,1696
60342,2020-02-26 15:46:23,,1,49,17.5,2112
60343,2020-02-26 15:46:25,,1,50,16.6,2144
60344,2020-02-26 15:46:27,,1,53,15.7,2176
60345,2020-02-26 15:46:29,,1,54,14.7,2144
60346,2020-02-26 15:46:31,,1,54,13.4,2048
60347,2020-02-26 15:46:33,,1,53,12.1,2112
60348,2020-02-26 15:46:35,,1,52,11.3,2176
60349,2020-02-26 15:46:45,,1,71,7.6,2944
60350,2020-02-26 15:46:49,,1,74,6.1,3168
60351,2020-02-26 15:46:53,,1,77,4.9,2688
60352,2020-02-26 15:46:57,,1,78,3.8,2880
60353,2020-02-26 15:47:01,,1,84,2.9,3040
60354,2020-02-26 15:47:05,,1,87,2.7,3200
60355,2020-02-26 15:47:09,,1,90,2.7,3264
60356,2020-02-26 15:47:17,,1,93,0.8,3360
60357,2020-02-26 15:47:23,,1,91,1.8,3296
60358,2020-02-26 15:47:28,,1,90,4.5,3296
60359,2020-02-26 15:47:33,,1,91,6.5,3328
60360,2020-02-26 15:47:38,,1,92,7.9,3360
60361,2020-02-26 15:47:49,,1,92,13.1,3360
60362,2020-02-26 15:48:30,,1,83,16.2,3008
60363,2020-02-26 15:48:50,,1,87,14.8,3200
60364,2020-02-26 15:49:00,,1,86,17.2,3168
60365,2020-02-26 15:49:04,,1,87,18.3,3168
60366,2020-02-26 15:49:08,,1,88,19.7,3200
60367,2020-02-26 15:49:12,,1,87,21.0,3168
60368,2020-02-26 15:49:16,,1,87,22.7,3200
60369,2020-02-26 15:49:21,,1,87,25.1,3200
60370,2020-02-26 15:49:25,,1,87,26.3,3200
60371,2020-02-26 15:49:29,,1,88,26.6,3232
60372,2020-02-26 15:49:32,,1,88,26.9,3200
60373,2020-02-26 15:49:36,,1,89,25.0,3296
60374,2020-02-26 15:49:43,,1,99,21.2,3584
60375,2020-02-26 15:49:48,,1,98,18.4,3520
60376,2020-02-26 15:49:52,,1,94,15.5,3392
60377,2020-02-26 15:49:55,,1,91,13.6,3264
60378,2020-02-26 15:49:59,,1,90,11.1,3232
60379,2020-02-26 15:50:05,,1,85,7.2,3072
60380,2020-02-26 15:50:11,,1,82,5.2,3008
60381,2020-02-26 15:50:15,,1,82,4.7,3008
60382,2020-02-26 15:50:20,,1,83,3.9,3040
60383,2020-02-26 15:50:25,,1,83,2.6,3008
60384,2020-02-26 15:50:30,,1,83,1.1,3040
60385,2020-02-26 15:50:35,,1,83,0.9,3040
60386,2020-02-26 15:50:42,,1,80,1.0,2912
60387,2020-02-26 15:50:48,,1,71,1.1,2528
60388,2020-02-26 15:50:53,,1,62,2.1,2272
60389,2020-02-26 15:50:55,,1,62,2.4,2272
60390,2020-02-26 15:50:57,,1,58,3.2,2112
60391,2020-02-26 15:50:59,,1,54,4.2,1984
60392,2020-02-26 15:51:03,,1,44,5.7,1600
60393,2020-02-26 15:51:06,,1,39,6.4,1408
60394,2020-02-26 15:51:08,,1,37,7.2,1472
60395,2020-02-26 15:51:10,,1,39,8.0,1696
60396,2020-02-26 15:51:13,,1,47,8.6,2048
60397,2020-02-26 15:51:22,,1,56,9.7,2368
60398,2020-02-26 15:51:35,,1,56,8.4,2240
60399,2020-02-26 15:51:38,,1,43,9.1,1760
60400,2020-02-26 15:51:42,,1,38,10.1,2176
60401,2020-02-26 15:51:47,,1,20,10.6,2176
60402,2020-02-26 15:51:52,,1,40,10.9,2592
60403,2020-02-26 15:51:57,,1,60,9.9,2592
60404,2020-02-26 15:52:09,,1,79,8.7,2912
60405,2020-02-26 15:52:12,,1,80,9.2,2880
60406,2020-02-26 15:52:15,,1,79,10.0,2848
60407,2020-02-26 15:52:24,,1,78,9.9,2880
60408,2020-02-26 15:52:28,,1,78,11.4,2880
60409,2020-02-26 15:52:54,,1,83,11.9,3040
60410,2020-02-26 15:53:04,,1,80,7.3,2912
60411,2020-02-26 15:53:15,,1,80,5.4,2912
60412,2020-02-26 15:54:05,,1,51,9.6,2240
60413,2020-02-26 15:54:16,,1,69,10.3,2528
60414,2020-02-26 15:55:28,,1,78,12.9,2848
60415,2020-02-26 15:55:31,,1,78,12.8,2816
60416,2020-02-26 15:56:05,,1,58,10.3,2528
60417,2020-02-26 15:57:10,,1,80,11.3,2944
60418,2020-02-26 15:57:32,,1,78,11.3,2848
60419,2020-02-26 15:59:14,,1,42,6.2,1760
60420,2020-02-26 15:59:44,,1,14,1.5,1920
60421,2020-02-26 15:59:51,,1,27,0.2,2240
60422,2020-02-26 15:59:59,,1,39,-1.7,2400
60423,2020-02-26 16:00:16,,1,56,-0.1,2496
60424,2020-02-26 16:00:29,,1,54,8.4,2240
60425,2020-02-26 16:01:02,,1,73,12.7,2624
60426,2020-02-26 16:01:08,,1,75,10.7,2784
60427,2020-02-26 16:01:37,,1,97,8.8,3552
60428,2020-02-26 16:02:12,,1,90,9.3,3296
60429,2020-02-26 16:02:20,,1,91,8.7,3328
60430,2020-02-26 16:02:33,,1,91,7.6,3296
60431,2020-02-26 16:02:51,,1,92,7.0,3360
60432,2020-02-26 16:03:00,,1,93,7.2,3392
60433,2020-02-26 16:03:06,,1,92,7.7,3360
60434,2020-02-26 16:03:31,,1,95,8.4,3488
60435,2020-02-26 16:03:52,,1,96,8.4,3488
